WDPA_PID,WDPAID,NAME,ISO3,IUCN_CAT,MARINE,GIS_M_AREA
152446,152446,2000292 Notholmen,SWE,Ia,1,0.255899663629962
152484,152484,2000992 Orrskärsrevet,SWE,Ia,1,0.298621238506387
152554,152554,2001662 Rataskär,SWE,Ia,1,0.401924416309822
152565,152565,2000618 Reveludden,SWE,Ia,1,0.02225748899292
152595,152595,2000165 Rörvik,SWE,Ia,1,0.13773303170081
152623,152623,2002301 Salskären,SWE,Ia,2,0.706392520829226
152630,152630,2001931 Sanda holme,SWE,Ia,1,0.865112526623353
152631,152631,2000007 Sandemar,SWE,Ia,1,1.40860571073248
152634,152634,2000624 Sandholmarna,SWE,Ia,1,0.467662490845517
152649,152649,2002249 Segersgärde,SWE,Ia,1,0.893744957977259
152667,152667,2000879 Lidö,SWE,Ia,1,8.69677101512226
152669,152669,2000993 Skags-Furuholmen,SWE,Ia,1,0.474790618056438
152704,152704,2001148 Skogsskär-Vindalsö,SWE,Ia,1,0.012329499414909
152707,152707,2000626 Skötkobbarna,SWE,Ia,1,0.025178382474637
152715,152715,2001087 Skummeslövs sanddynsreservat Södra,SWE,Ia,1,0.540519919734815
152723,152723,2000872 Småskärens klippor,SWE,Ib,2,10.0921758485463
152743,152743,2000625 Södra Stavsudda,SWE,Ia,1,0.009336020909518
152765,152765,2002200 Stångskär,SWE,Ia,1,0.207335246294912
152770,152770,2002305 Stavsudda-Tjägö,SWE,Ia,1,0.015747182694472
152786,152786,2000630 Stensholmen,SWE,Ia,1,0.260355156186712
152789,152789,2001001 Bondöfjärden,SWE,Ib,2,86.8343770196315
152813,152813,2000167 Stora Vindåsen,SWE,Ia,1,0.037785840759546
152821,152821,2000886 Stor-Kunnan,SWE,Ia,1,0.061148270848034
152824,152824,2002307 Storö,SWE,Ia,1,0.330495871642256
152833,152833,2001309 Strandstuviken,SWE,Ia,1,6.29790354275706
152872,152872,2001151 Svartkobben,SWE,Ia,2,0.009506853967134
152936,152936,2000856 Torne-Furö,SWE,Ia,1,1.26848686960822
152946,152946,2002295 Tranvik,SWE,Ia,1,1.08836369693467
152959,152959,2000996 Trutskär,SWE,Ia,1,0.41927054645726
152977,152977,2001462 Uggelö,SWE,Ia,1,3.20554016324937
152990,152990,2000072 Utklippan,SWE,Ia,2,51.5790946072017
152994,152994,2001605 Utstenarna,SWE,Ia,1,0.052978035967487
153027,153027,2002197 Vånsholmen,SWE,Ia,1,0.022423975591851
153034,153034,2001006 Vargödraget,SWE,Ia,2,3.36542698943329
153080,153080,2001109 Vindalsö,SWE,Ia,1,0.006734238343871
153097,153097,2000869 Vitfågelskäret,SWE,Ia,1,0.132501554437729
153098,153098,2001166 Vitgrund-Norrskär,SWE,Ia,1,2.80193835561075
153099,153099,2001167 Vitörarna,SWE,Ia,1,1.22996417840485
155236,155236,Fjørtoftneset,NOR,Ia,1,1.11985412584636
155246,155246,Gimsøymyrene,NOR,Ia,1,1.05957528739626
155492,155492,Nakholmen,NOR,Ia,1,0.012194326035548
155538,155538,Ranvikholmen,NOR,Ia,1,0.021860731957113
155597,155597,Haga,NOR,Ia,1,0.005419596785756
155629,155629,Langnes,NOR,Ia,1,0.007812123971121
155647,155647,Moldfall,NOR,Ia,2,0.014361863179602
155663,155663,Refsnes,NOR,Ia,1,0.039226162679166
155763,155763,Helgebostadøya,NOR,Ia,1,0.012155358850696
155786,155786,Lindøya,NOR,Ia,1,0.010492095258655
155946,155946,Elnestangen,NOR,Ia,1,0.000542694165556
155948,155948,Gåserumpa,NOR,Ia,1,0.009475368100767
155949,155949,Geitungsholmen,NOR,Ia,1,0.017499097729314
155954,155954,Kalvøya,NOR,Ia,1,0.011027225208082
155955,155955,Killingholmen,NOR,Ia,1,0.002221744357715
155972,155972,Spannslokket,NOR,Ia,1,0.001198475889401
155973,155973,Spirodden,NOR,Ia,1,0.006611525827898
155989,155989,Rivingen,NOR,Ia,1,0.054638895336221
156004,156004,Gaulosen,NOR,Ia,1,1.84657179735856
156047,156047,Mølen,NOR,Ia,1,0.029578971265922
156057,156057,Store Follesøya,NOR,Ia,1,0.610151990528655
156058,156058,Tofteholmen,NOR,Ia,1,0.020465243019599
156060,156060,Ønaholmane,NOR,Ia,1,0.197572930505354
156062,156062,Øvre og Nedre Svinholmen,NOR,Ia,1,0.01799902785425
156063,156063,Naturreservat sør for Furuholmen,NOR,Ia,2,0.011245286735149
156064,156064,Aatholmane (m.fl.),NOR,Ia,1,0.039762348034268
156065,156065,Ådnøy,NOR,Ia,1,0.014077329566694
156066,156066,Agneskjæret,NOR,Ia,1,0.063534206891133
156068,156068,Aksnesholmane,NOR,Ia,1,0.050658870390387
156069,156069,Alv,NOR,Ia,1,0.014522555247123
156070,156070,Andotten,NOR,Ia,1,0.18267651480468
156071,156071,Aralden,NOR,Ia,1,0.126293104887877
156072,156072,Bjørnen,NOR,Ia,1,0.038571033458093
156073,156073,Bleikenøvlingen og Høgskjeret,NOR,Ia,1,0.04289503891017
156074,156074,Bleikjo,NOR,Ia,2,0.018379830504608
156075,156075,Brattholmen,NOR,Ia,2,0.019651343098501
156076,156076,Brattholmene,NOR,Ia,1,0.046782731542737
156077,156077,Breivigskjæret,NOR,Ia,2,0.01272175257153
156078,156078,Brennevinsskjeret,NOR,Ia,2,0.012896736197388
156079,156079,Buøyskjæra,NOR,Ia,1,0.029827653227054
156080,156080,Bukkholmskjæra,NOR,Ia,2,0.022392441731645
156081,156081,Bunesholmane,NOR,Ia,1,0.262457367289274
156082,156082,Dyna,NOR,Ia,2,0.044802030575346
156083,156083,Dyrøysundskjeret,NOR,Ia,2,0.013004723280193
156084,156084,Eggholmen,NOR,Ia,1,0.074020620526952
156085,156085,Eggholmen,NOR,Ia,2,0.02179431207909
156086,156086,Eggvær,NOR,Ia,1,0.062455636067508
156087,156087,Eidvågen,NOR,Ia,1,0.097611647864396
156088,156088,Eikefjordholmane,NOR,Ia,1,0.078626670041111
156089,156089,Eime,NOR,Ia,1,0.112114587040543
156090,156090,Einevarden,NOR,Ia,1,1.21177431377224
156091,156091,Ekkerøya,NOR,Ia,1,0.834258579593277
156092,156092,Eldøya,NOR,Ia,1,0.143446273648334
156093,156093,Ertenøya,NOR,Ia,1,0.13192722290216
156094,156094,Ertsvikskjær,NOR,Ia,1,0.030286144382202
156095,156095,Ferkingstadøyene,NOR,Ia,2,6.82744874297068
156096,156096,Fimreiteholmane,NOR,Ia,1,0.061290271006357
156097,156097,Fjæraskjer,NOR,Ia,2,0.010584981428395
156099,156099,Flatøy,NOR,Ia,1,0.141425890763187
156100,156100,Flatholmen,NOR,Ia,1,0.067906014791688
156102,156102,"Fluøyane med Fluøyskjeret, Lyngøy, Veesøyane og Terneskjeret",NOR,Ia,1,0.287170464598946
156103,156103,Frøyskjera,NOR,Ia,2,11.7162076877321
156104,156104,Fugløyrogn,NOR,Ia,1,0.02161879371733
156105,156105,Furuholmen,NOR,Ia,1,0.014983508209179
156107,156107,Gåseholmen og Slettholmen,NOR,Ia,1,0.057500905281148
156108,156108,Gåsholmen og Årvikholmen,NOR,Ia,1,0.509990021624507
156109,156109,Gåsvær,NOR,Ia,2,14.6291072057156
156110,156110,Geitholmsundet,NOR,Ia,1,0.019631749454449
156111,156111,Gitterøy,NOR,Ia,1,0.176724322228887
156113,156113,Gjesværstappan,NOR,Ia,1,5.59747707707582
156114,156114,Grøningane,NOR,Ia,1,0.041992071663726
156115,156115,Grøningane,NOR,Ia,1,0.194433972182544
156116,156116,Grasholmen og Knibringen,NOR,Ia,1,0.113979098130882
156117,156117,Greipingen,NOR,Ia,1,0.046109591816353
156118,156118,Guleholmane,NOR,Ia,1,0.047267100823438
156119,156119,Guleskjeret,NOR,Ia,2,0.020037744647504
156120,156120,Gulholmen,NOR,Ia,1,0.156305012979792
156121,156121,Høgfjellet,NOR,Ia,1,0.138332276024958
156122,156122,Hanøyklubben,NOR,Ia,1,0.034834522008481
156123,156123,Håsteinen,NOR,Ia,2,3.93304429201569
156125,156125,Haukedalsholmane,NOR,Ia,1,0.099442541025936
156126,156126,Håvarden og Klubben,NOR,Ia,1,0.067763325779535
156127,156127,Heglane,NOR,Ia,1,1.03047578538922
156129,156129,Helløyholmen,NOR,Ia,2,0.021451757281244
156131,156131,Hellesunds-Grønningen,NOR,Ia,1,0.119738827429054
156132,156132,Hellisøy,NOR,Ia,1,0.054000359765784
156133,156133,Herøy,NOR,Ia,1,0.049090725046179
156134,156134,Herøya,NOR,Ia,1,0.062201579603402
156135,156135,Hillekalven og Pasholmen,NOR,Ia,1,0.114638363582395
156136,156136,Hjartholmen,NOR,Ia,1,0.018102965880435
156137,156137,Hjelmsøya,NOR,Ia,1,1.97380737103236
156139,156139,Holmelidholmen,NOR,Ia,1,0.003708142342378
156140,156140,Horgje,NOR,Ia,1,0.019694387367544
156141,156141,Hornøya og Reinøya,NOR,Ia,1,0.375257115637026
156142,156142,Hovda Grasholmen,NOR,Ia,1,0.01953876760343
156143,156143,Hovdefjell,NOR,Ia,1,0.888417151337602
156144,156144,"Hovsøy, Låtersøy, Melne, Melneklubben, Lyngsøy, Oksøy og Raudholmane",NOR,Ia,1,0.553207245663219
156145,156145,Hummerholmen,NOR,Ia,1,0.036707515157902
156146,156146,Hvalskjæret,NOR,Ia,1,0.013258756550103
156147,156147,Illholmane,NOR,Ia,1,0.226791978032225
156149,156149,Indre-Ånnøy,NOR,Ia,1,0.097001276923926
156150,156150,Indrevær,NOR,Ia,1,0.147619301155267
156151,156151,"Jakobsholmen, Lilleholmen og Rundholmen",NOR,Ia,1,0.016490697140629
156152,156152,Jarstein,NOR,Ia,1,0.137875710032036
156153,156153,Jegningen,NOR,Ia,1,0.042212814688478
156156,156156,Karsskjeret,NOR,Ia,2,0.010965884975001
156157,156157,Kattholmane,NOR,Ia,2,0.033222826750256
156158,156158,Kattholmen,NOR,Ia,2,0.019515864796327
156159,156159,Kavringen,NOR,Ia,2,0.015856528099254
156160,156160,Kjørholmane,NOR,Ia,2,9.27852569474997
156161,156161,Kjeøy,NOR,Ia,1,0.066665070914708
156162,156162,Kjeholmskjæra,NOR,Ia,2,0.029267520723006
156163,156163,Kjellingen,NOR,Ia,1,0.113328891079165
156164,156164,Kjorten,NOR,Ia,1,0.060766754500183
156165,156165,Klammersholmen,NOR,Ia,1,0.027683768282463
156167,156167,Klovholmene,NOR,Ia,1,0.038312050459536
156168,156168,Klovningen,NOR,Ia,1,0.445340242951275
156170,156170,Knerten,NOR,Ia,1,0.035438661313388
156171,156171,Koløy,NOR,Ia,1,0.061160379965837
156172,156172,"Kongsøya, Helløya og Skarholmen",NOR,Ia,1,2.14527226191275
156173,156173,Kongsholmen,NOR,Ia,1,0.033333217377611
156174,156174,Kortknappskjer og Horsøy,NOR,Ia,1,0.047842948294834
156175,156175,Kråka,NOR,Ia,1,0.013744841267301
156176,156176,Kråko,NOR,Ia,1,0.048691034359579
156177,156177,Krogshavn,NOR,Ia,1,0.015544294850685
156178,156178,Krokholmen,NOR,Ia,1,0.046689479402632
156179,156179,Kuøyna,NOR,Ia,1,0.211815044725132
156180,156180,"Kuøyni, Skagøyni, Teistholmen og Teistholmskjeret",NOR,Ia,1,0.101978533205301
156181,156181,Kubbholmen,NOR,Ia,2,0.011415187203303
156183,156183,Kvalsteinane,NOR,Ia,2,8.77495973082237
156184,156184,Kvannholmen,NOR,Ia,1,0.012530042303843
156185,156185,Kvernøyna,NOR,Ia,1,0.439834560936115
156186,156186,Kvernholmen og Rosmunnen,NOR,Ia,1,0.153165678233046
156187,156187,Kvitingane,NOR,Ia,1,1.53482107402349
156188,156188,Kvitskjærene,NOR,Ia,1,0.052174306176143
156189,156189,Kyrkjeskjeret,NOR,Ia,2,0.018161298787155
156190,156190,Lønøy,NOR,Ia,1,0.10642343426869
156191,156191,Låge Islendingen,NOR,Ia,1,0.027427803492653
156192,156192,Lagmannsholmen,NOR,Ia,1,0.009025587286968
156193,156193,Lagmannskjær,NOR,Ia,1,0.014903773771137
156194,156194,Laksholmen,NOR,Ia,1,0.017583550303149
156196,156196,"Langholmen, Larsholmen og Larsholmskjeret",NOR,Ia,1,0.08900361340608
156197,156197,Langskjær,NOR,Ia,1,0.042100254517243
156198,156198,Langskjærene,NOR,Ia,1,0.100623506973682
156199,156199,Lauvikholmen,NOR,Ia,1,0.012625598593423
156201,156201,Lihellene,NOR,Ia,1,0.282817149386468
156202,156202,Lille Bjerkøyskjær,NOR,Ia,2,0.018307098337252
156205,156205,Lille Halsholmen,NOR,Ia,1,0.018926096634087
156206,156206,Lille Kamøya,NOR,Ia,1,1.00828885868048
156208,156208,Lille Lestholmen,NOR,Ia,2,0.009560021450085
156209,156209,Lille Såstein,NOR,Ia,1,0.0304597908484
156210,156210,Lille-Danmark,NOR,Ia,1,0.018122045905063
156211,156211,"Lindøy, Tednholmen og Slåttholmen",NOR,Ia,1,0.01885212436405
156212,156212,Lindholmane,NOR,Ia,2,0.051877664369616
156213,156213,"Litle Frilsøy, Hovden, Svarteskjeret og Innesøyane",NOR,Ia,1,0.390649461166105
156214,156214,"Litle Gåsøy, Skarvøy og Store Lambholmen",NOR,Ia,1,0.132749666555154
156215,156215,Litle Marøy,NOR,Ia,1,0.050553034290642
156216,156216,Loddå,NOR,Ia,1,0.020803235098206
156217,156217,Loppa,NOR,Ia,1,3.93890571379161
156218,156218,Lurekalven,NOR,Ia,1,0.029853549748323
156219,156219,Lyngholmen,NOR,Ia,1,0.043202886302367
156220,156220,Lysholmen,NOR,Ia,1,0.078912249713581
156221,156221,Møkkalassene,NOR,Ia,2,0.018481053202175
156222,156222,Møkstra-Grøningana,NOR,Ia,1,0.031508200209172
156224,156224,Mågøyane,NOR,Ia,1,0.165732985423777
156225,156225,Måksteinen og Tovo,NOR,Ia,1,0.073402846550043
156226,156226,Måksteinane,NOR,Ia,1,0.139524945210328
156227,156227,Malmen,NOR,Ia,1,0.040472329017158
156228,156228,Mannskjæret,NOR,Ia,1,0.021140273964706
156229,156229,Markøy,NOR,Ia,1,0.117768083195317
156230,156230,Mellemskjær,NOR,Ia,2,0.016675901075568
156233,156233,Moldvær,NOR,Ia,2,2.91432358057618
156234,156234,Myrbærskjera,NOR,Ia,1,0.376928708563925
156235,156235,"Nautøy, Longholmen og Bukkholmen",NOR,Ia,1,0.233003611979404
156236,156236,Nekkøytåa,NOR,Ia,1,0.260169002538909
156239,156239,Nordøstre Askeskjær,NOR,Ia,1,0.013473619683921
156240,156240,Nordre Longaskjer,NOR,Ia,1,0.02506270662369
156241,156241,Norheimsøy og Lamholmen,NOR,Ia,1,0.295554578716174
156242,156242,Notholmen,NOR,Ia,2,0.032639068356493
156243,156243,Oddeholmane,NOR,Ia,1,0.333178523800692
156244,156244,Oksø,NOR,Ia,1,0.19051024800129
156245,156245,Olavskjæran,NOR,Ia,1,0.047786388223988
156246,156246,Olvondo,NOR,Ia,1,0.133569662905303
156247,156247,Omborsnesholmane,NOR,Ia,1,0.035169276578211
156248,156248,Omgangsstauran,NOR,Ia,1,3.66075320095234
156249,156249,Oppsalholmen,NOR,Ia,1,0.022410198218985
156250,156250,Otterøy og Hestholmen,NOR,Ia,1,0.098249316396517
156251,156251,Perholmen,NOR,Ia,2,0.015055487120492
156252,156252,Lauvholmen,NOR,Ia,1,0.111924506710608
156253,156253,Prestnesholmen,NOR,Ia,2,0.013170300717949
156254,156254,Prinseskjær,NOR,Ia,2,0.020710091400375
156255,156255,Rødholman,NOR,Ia,1,0.026770415068548
156257,156257,Rørvikholmene,NOR,Ia,1,0.032970718454686
156258,156258,Ramsbarden,NOR,Ia,1,0.070470875593587
156259,156259,Ramsholmen,NOR,Ia,1,0.199174530357238
156260,156260,Raudøy,NOR,Ia,1,1.93943223799405
156262,156262,Raudholmane,NOR,Ia,1,0.027357441255786
156263,156263,Raudholmane,NOR,Ia,1,0.043278071965887
156264,156264,"Raunøy, Langøy, Skardholmen, Storholmen og Høgholmen",NOR,Ia,1,0.140784879403335
156265,156265,Rauna,NOR,Ia,1,0.06718916125802
156266,156266,Reilstad - Grasholmen,NOR,Ia,1,0.02323062105817
156267,156267,Reinøykalven,NOR,Ia,1,0.91943008239971
156268,156268,Revsund,NOR,Ia,1,0.086459561556275
156269,156269,Ringaskjer,NOR,Ia,2,0.018185824840594
156270,156270,Risøya,NOR,Ia,1,0.183788193589715
156272,156272,Rognane,NOR,Ia,1,0.112669812214521
156273,156273,Rognholmen,NOR,Ia,2,0.015283051104553
156275,156275,Ruholmen,NOR,Ia,2,0.078861150995803
156276,156276,Ryggsteinen,NOR,Ia,1,0.845359149056117
156277,156277,Ryvingen og Klovningen,NOR,Ia,1,0.332067480947884
156278,156278,Søndre Eggvær,NOR,Ia,1,0.053957587648715
156279,156279,Søndre Missingen,NOR,Ia,1,0.224522540586389
156281,156281,Søndre Sletter,NOR,Ia,1,0.088601543586967
156282,156282,Sørensholmen,NOR,Ia,2,0.004304159514533
156283,156283,Sandholmane,NOR,Ia,1,0.119667972733849
156284,156284,"Sandholmane, Øysteinen og Hesjetå",NOR,Ia,1,0.227988973840161
156286,156286,Seilskjærene,NOR,Ia,2,0.018018132027491
156288,156288,Seløyskjera,NOR,Ia,2,0.020327115621159
156289,156289,Selskjæra,NOR,Ia,1,0.012565855478842
156291,156291,Sengane,NOR,Ia,1,0.085261059563658
156292,156292,Senholmen,NOR,Ia,2,0.275206184161694
156293,156293,Senjen,NOR,Ia,1,0.039611723655502
156294,156294,Sildekruna,NOR,Ia,1,0.170618549600093
156296,156296,Skåno,NOR,Ia,1,0.022503800076063
156297,156297,Skardholmen,NOR,Ia,1,0.145149233142859
156298,156298,Skåreholmen,NOR,Ia,1,0.033453641260077
156299,156299,Skittenskarvholman,NOR,Ia,1,0.050265425724533
156300,156300,Skjøringen,NOR,Ia,1,0.029022085390099
156301,156301,Skjede,NOR,Ia,1,0.008535699932211
156302,156302,Skogerøy-Lyngholmen,NOR,Ia,1,0.062093472310069
156303,156303,Skorpeholmane,NOR,Ia,1,0.056862444807619
156304,156304,Skotholmen,NOR,Ia,1,0.009649104756697
156305,156305,Skydskjær,NOR,Ia,2,0.013355598708453
156306,156306,Slettingen,NOR,Ia,1,0.139863991452093
156307,156307,Småskjæran,NOR,Ia,1,0.019863423607773
156308,156308,Smelvær,NOR,Ia,1,4.71030484492651
156309,156309,Sogneoksen,NOR,Ia,1,0.110086884719978
156310,156310,"Songvaar, Hellersøya og Kubbøya",NOR,Ia,1,0.27031366807098
156312,156312,Spannholmane,NOR,Ia,1,0.175314462669274
156313,156313,Stakketoskjæret,NOR,Ia,2,0.014284205966099
156314,156314,Stallbrekka,NOR,Ia,1,0.172497068029364
156315,156315,Stangholmen,NOR,Ia,1,0.038390534931878
156317,156317,Steglholmen og Gåseskjer,NOR,Ia,1,0.04095161709767
156318,156318,Skjæløysundet,NOR,Ia,1,0.368376931475022
156319,156319,Store Lyngholmen,NOR,Ia,1,0.117784843150761
156320,156320,Store Måkholmen,NOR,Ia,1,0.018714727480636
156321,156321,Store og Litle Fokksteinen,NOR,Ia,1,0.017364017374562
156324,156324,Store Vengelsholmen,NOR,Ia,1,0.10777455482059
156325,156325,Storgalten,NOR,Ia,1,0.747943701593853
156326,156326,Storholmen,NOR,Ia,1,0.08989773886498
156327,156327,Storskjær,NOR,Ia,1,0.026888853858812
156328,156328,Storskjæret,NOR,Ia,2,0.011341660558294
156330,156330,Stridsholmen,NOR,Ia,1,0.031549313585669
156332,156332,Sundbyholmene,NOR,Ia,1,0.048089867882722
156333,156333,Sundholmen,NOR,Ia,1,0.006024572191494
156334,156334,Sværholtklubben,NOR,Ia,1,1.54993890348928
156335,156335,Svåholmane,NOR,Ia,1,0.116532853371331
156336,156336,Svarteskjeret,NOR,Ia,2,0.070530105297199
156337,156337,Svartskjæra,NOR,Ia,2,0.039082321233075
156338,156338,Synnøy,NOR,Ia,1,0.062844061366195
156339,156339,Tåde,NOR,Ia,2,0.036332630911538
156340,156340,Tangbleikjo,NOR,Ia,1,0.020513869883984
156341,156341,Tedneholmen,NOR,Ia,1,0.021587533185044
156342,156342,Tednholmen,NOR,Ia,2,0.014494413378808
156344,156344,Teistholmen,NOR,Ia,1,0.033065519984297
156345,156345,Tennøyane,NOR,Ia,1,0.153375474672462
156346,156346,Terneholmen,NOR,Ia,1,0.026599572822463
156347,156347,Terneholmen,NOR,Ia,1,0.021770932156825
156348,156348,Terneholmen og Grønningen,NOR,Ia,1,0.118390788968869
156349,156349,Terneskjær,NOR,Ia,2,0.014250822845312
156350,156350,Terneskjeret,NOR,Ia,2,0.013099833774663
156351,156351,Terneskjeret (Austevoll),NOR,Ia,1,0.034664114146848
156352,156352,Timberøyholmane,NOR,Ia,2,0.092052743028638
156353,156353,Tingelsæte,NOR,Ia,1,0.066621825114213
156355,156355,Torsholmane,NOR,Ia,1,0.335525660086165
156356,156356,Torskholmen,NOR,Ia,1,0.01865578285923
156358,156358,Trøytarosskjeret,NOR,Ia,2,0.00816000848468
156359,156359,Trættebleikja,NOR,Ia,2,0.027687808819205
156360,156360,Trefotskjera,NOR,Ia,2,0.331029719970446
156361,156361,Trollskjeret,NOR,Ia,2,0.01213997699312
156363,156363,Udvåre,NOR,Ia,1,0.156974457105691
156364,156364,Ullebroten,NOR,Ia,1,0.030201959810872
156365,156365,Ulvungene,NOR,Ia,2,0.01443075879154
156366,156366,Ulykkesskjær,NOR,Ia,1,0.014105059704435
156367,156367,Urter,NOR,Ia,1,1.95628598808262
156368,156368,"Utsletteøy, Joøy og Upsøykalven",NOR,Ia,1,0.127277558228876
156369,156369,Utvær,NOR,Ia,2,10.9495362369355
156370,156370,"Vågsholmen, Gulaskjer, Brattholmen og Grasholmen",NOR,Ia,2,0.09320481712604
156371,156371,Vågsskjeret,NOR,Ia,1,0.01185255280044
156372,156372,Valløy,NOR,Ia,1,0.218502277119097
156373,156373,Vengane,NOR,Ia,2,0.564373711420698
156374,156374,Vesle Sletter,NOR,Ia,1,0.069582319295905
156375,156375,Vestre Mjølsnesholmen,NOR,Ia,1,0.09662614648415
156376,156376,"Vestre og Indre Mågabøl, Myrbærholmen og Kvitingen",NOR,Ia,1,0.189613375353806
156377,156377,Vestre Skjæret,NOR,Ia,2,0.009782026898564
156378,156378,Veststeinen,NOR,Ia,1,0.268220194038457
156379,156379,Vollholmen,NOR,Ia,1,0.003949047719839
156380,156380,Ytre Vassholmen,NOR,Ia,1,0.016187566455146
156381,156381,Ytterøyane,NOR,Ia,2,16.1816129351823
156387,156387,Adamsfjord,NOR,Ia,1,0.385989716676048
156396,156396,Åsnes,NOR,Ia,1,0.168607977074751
156399,156399,Børselvosen,NOR,Ia,1,0.593503786138594
156401,156401,Bøyaøyra,NOR,Ia,1,0.092212884595809
156414,156414,Buvika/Rødskjær,NOR,Ia,2,1.66622998852633
156422,156422,Førdspollen,NOR,Ia,1,0.074106441191293
156433,156433,Fuglevikbukta,NOR,Ia,1,0.148427545145849
156436,156436,Gåsøy,NOR,Ia,1,0.912964283800191
156442,156442,Gløsvågen,NOR,Ia,1,0.020333966648756
156444,156444,Kråkerøy-skjærgården,NOR,Ia,1,2.39202667058342
156445,156445,Grønøyra,NOR,Ia,1,0.048941763676904
156446,156446,Grønningsbukta,NOR,Ia,1,0.40629646555395
156448,156448,Grannesbukta,NOR,Ia,1,0.036790781393055
156452,156452,Gressholmen-Rambergøya,NOR,Ia,1,0.18039622605348
156454,156454,Grindøysundet,NOR,Ia,1,5.56243343030981
156455,156455,Grunnane,NOR,Ia,2,2.67454199378929
156457,156457,Grunnvågvatn,NOR,Ia,1,0.070947454883057
156459,156459,Gullesfjordbotn,NOR,Ia,1,0.096789294635976
156462,156462,Hagavågen,NOR,Ia,1,0.259082673659168
156463,156463,Håkøybotn,NOR,Ia,1,0.039184012940449
156464,156464,Hammeren,NOR,Ia,1,0.287131324931737
156473,156473,Hemskilen,NOR,Ia,1,0.125006476710701
156475,156475,Herdla,NOR,Ia,1,0.728317919425793
156477,156477,Hjelmsøysandfjorden,NOR,Ia,1,0.302462461463028
156486,156486,Indre Viksfjord,NOR,Ia,1,0.655117973454588
156494,156494,Kinaroddsandfjorden,NOR,Ia,1,0.441015558220715
156498,156498,Kjerkevågen,NOR,Ia,1,0.22638814607463
156501,156501,Kjosbukta,NOR,Ia,1,0.081177301121307
156503,156503,Kobbevågen,NOR,Ia,1,4.90494537740546
156504,156504,Koksabukta,NOR,Ia,1,0.059747494086465
156506,156506,Komagværstranda,NOR,Ia,1,0.658410879936906
156508,156508,Kråkstadfjorden,NOR,Ia,1,0.643037942099167
156516,156516,Lakselvbukt,NOR,Ia,1,0.275901646063957
156524,156524,Linnesstranda,NOR,Ia,1,0.33919428182976
156544,156544,Nærøyane,NOR,Ia,1,1.77276382113913
156547,156547,Nedre Audna,NOR,Ia,1,0.398596333456598
156549,156549,Neiden- og Munkefjord,NOR,Ia,1,9.78680769679133
156551,156551,Nesseby,NOR,Ia,1,0.267877302188416
156554,156554,Nordkjosbotn,NOR,Ia,1,0.484202503275313
156556,156556,Nordsandfjorden,NOR,Ia,1,0.121982629717524
156560,156560,Osen,NOR,Ia,1,0.42647567772253
156566,156566,Rambergbukta,NOR,Ia,1,0.274947520170282
156571,156571,Reisautløpet,NOR,Ia,1,1.68184686366489
156574,156574,Rinnleiret,NOR,Ia,1,0.949214779289252
156579,156579,Sørkjosleira,NOR,Ia,1,3.05109079952542
156580,156580,Sørlenangsbotn,NOR,Ia,1,1.32075090648541
156584,156584,Sørværet,NOR,Ia,1,4.27910255330457
156586,156586,Sakrisøy,NOR,Ia,1,1.12945782379573
156587,156587,Saksfjorden,NOR,Ia,1,0.301234235380156
156590,156590,Sanden,NOR,Ia,1,0.130145870152917
156593,156593,Seinesodden,NOR,Ia,1,0.209668120009956
156599,156599,Skjebergkilen,NOR,Ia,1,0.05864279600139
156601,156601,Skognesvågen,NOR,Ia,1,1.03380593910048
156606,156606,Smågevatnet,NOR,Ia,1,0.251027663013974
156611,156611,Spåkenesøra,NOR,Ia,2,5.22768887100322
156614,156614,Storøykilen,NOR,Ia,1,0.051941888755672
156617,156617,Storevika,NOR,Ia,1,0.082038974192949
156619,156619,Strandnesvågen,NOR,Ia,1,0.097165152224077
156623,156623,Surna,NOR,Ia,1,0.403392695209614
156628,156628,Tanamunningen,NOR,Ia,1,23.5413911812792
156630,156630,Thorsøma,NOR,Ia,1,0.338611897947251
156639,156639,Tungevåg,NOR,Ia,1,0.521992171183176
156642,156642,Ulvikpollen,NOR,Ia,1,0.057976142671494
156644,156644,Varangerbotn,NOR,Ia,1,0.334602449911904
156646,156646,Vassøyane,NOR,Ia,1,4.23229514463748
156652,156652,Vestertana,NOR,Ia,1,0.137787808537984
156655,156655,Vetlefjordsøyra,NOR,Ia,1,0.071531708012402
156657,156657,Viernbukta,NOR,Ia,1,0.066738062963878
156660,156660,Vinnesleiro,NOR,Ia,1,0.128377151066996
156700,156700,Kvaløy og Rauøy,NOR,Ia,1,31.4524849007135
161915,161915,Kapp Linné,SJM,Ia,1,0.29293272231716
161916,161916,Boheman,SJM,Ia,2,2.05327718897215
161917,161917,Hermansenøya,SJM,Ia,2,4.16292432439276
161918,161918,Blomstrandhamna,SJM,Ia,1,1.12684701584064
167099,167099,Hazar,TKM,Ia,1,2235.76566173214
167356_B,167356,HOMATHKO ESTUARY PARK,CAN,Ib,1,1.35699028514893
169009,169009,Indrevær,NOR,Ia,2,21.5850031290974
170288,170288,"Matsalu RP, Hanemaa loodusreservaat",EST,Ia,2,1.45429573890712
170289,170289,"Matsalu RP, Papirahu loodusreservaat",EST,Ia,2,1.20291129641072
170290,170290,"Matsalu RP, Sipelgarahu loodusreservaat",EST,Ia,2,1.72061304707562
