epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.74228,2.92537,48.9926,2.68271,0,0,0,0,5.06931,34.4416,4.15152,0.0005,0.0005,0.0005
2,10.2155,2.92407,44.0682,2.74571,0,0,0,0,5.03409,34.1557,4.13595,0.00098634,0.00098634,0.00098634
3,13.7004,3.87132,29.4589,3.41032,0,0,0,0,4.6978,33.6473,3.93993,0.00143836,0.00143836,0.00143836
4,17.1373,3.39636,19.4002,3.38716,0.00144,0.08844,0.00516,0.00153,3.7404,24.8103,3.53733,0.001802,0.001802,0.001802
5,20.6331,3.0267,24.3416,3.20536,0.09958,0.03401,0.01408,0.00324,3.72073,22.9866,3.5367,0.001736,0.001736,0.001736
6,24.0797,3.0344,25.208,3.14778,0.21993,0.2517,0.13193,0.02813,2.99002,19.9571,3.63779,0.00167,0.00167,0.00167
7,27.5567,2.6191,19.5521,3.12142,0.23116,0.10884,0.07074,0.01925,3.39338,24.4467,3.3871,0.001604,0.001604,0.001604
8,30.9533,3.23456,29.0623,2.6982,0.00333,0.20408,0.01153,0.00255,3.36053,22.8371,3.34085,0.001538,0.001538,0.001538
9,34.6896,2.53252,25.0418,2.61204,0.00883,0.5034,0.05273,0.01167,3.03152,19.1828,3.22738,0.001472,0.001472,0.001472
10,38.1737,2.87449,15.9417,2.94025,0.0821,0.09524,0.0366,0.00713,3.16192,19.0648,3.39631,0.001406,0.001406,0.001406
11,41.5816,2.29037,24.0388,2.50406,0.25737,0.22398,0.15316,0.03498,3.00383,18.7972,3.31713,0.00134,0.00134,0.00134
12,45.0842,2.64637,18.2807,2.60764,0.2152,0.2425,0.19342,0.05289,3.06732,19.4227,3.12097,0.001274,0.001274,0.001274
13,48.4869,2.36593,22.4992,2.21584,0.26058,0.38837,0.24102,0.07009,3.03673,21.4093,3.01794,0.001208,0.001208,0.001208
14,51.9031,2.31741,20.9923,2.19638,0.31286,0.2449,0.1932,0.04831,2.91776,20.7489,2.87158,0.001142,0.001142,0.001142
15,55.4776,2.58868,15.1714,2.18629,0.2631,0.30612,0.1988,0.04453,2.95456,23.8817,2.89556,0.001076,0.001076,0.001076
16,76.4811,1.79899,25.4298,1.78339,0.24989,0.42857,0.22842,0.05555,2.92012,27.684,2.87621,0.00101,0.00101,0.00101
17,79.8389,2.00903,21.8588,1.98833,0.41416,0.39456,0.33186,0.08413,2.82764,24.0114,2.71459,0.000944,0.000944,0.000944
18,83.1806,2.00091,20.481,1.8659,0.37728,0.25966,0.29334,0.08169,2.79555,21.6098,2.70311,0.000878,0.000878,0.000878
19,86.5037,1.79726,24.3509,1.68974,0.36149,0.38095,0.30385,0.08058,2.72401,18.6325,2.68896,0.000812,0.000812,0.000812
20,89.7122,1.38636,29.2712,1.41402,0.28553,0.43499,0.28657,0.07783,2.73251,17.784,2.6877,0.000746,0.000746,0.000746
21,92.99,1.79978,21.7726,1.7605,0.29238,0.43537,0.30305,0.08545,2.74367,19.2727,2.69619,0.00068,0.00068,0.00068
22,96.3443,1.77607,22.6052,1.69897,0.35426,0.38814,0.316,0.09095,2.79351,16.1394,2.71483,0.000614,0.000614,0.000614
23,99.6005,1.58259,27.5882,1.67953,0.35765,0.30612,0.30317,0.08685,2.80079,18.721,2.70423,0.000548,0.000548,0.000548
24,102.961,1.97635,19.2225,1.88078,0.33822,0.30595,0.28988,0.08884,2.74094,20.1291,2.67843,0.000482,0.000482,0.000482
25,106.186,1.74588,22.261,1.59095,0.37154,0.35374,0.33079,0.09853,2.64843,16.4601,2.65591,0.000416,0.000416,0.000416
26,109.478,1.58236,23.2011,1.44804,0.40174,0.39456,0.35769,0.10533,2.66592,17.186,2.64865,0.00035,0.00035,0.00035
27,112.907,1.7441,19.8072,1.77288,0.44706,0.42351,0.34342,0.10063,2.64028,20.421,2.62656,0.000284,0.000284,0.000284
28,116.146,1.69729,22.7012,1.61854,0.42752,0.45578,0.35702,0.10211,2.6088,16.5393,2.63135,0.000218,0.000218,0.000218
29,119.51,1.77294,20.3337,1.68072,0.40583,0.42857,0.35074,0.10175,2.58168,17.3068,2.61807,0.000152,0.000152,0.000152
30,122.905,2.09004,15.9138,1.98828,0.49946,0.40729,0.35676,0.11003,2.55909,18.1837,2.58421,8.6e-05,8.6e-05,8.6e-05
